(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B08662PBT3,B0865J248K,"Southern Marsh Dockside Swim Trunks - Falling Lines, Slate and Mint, X-Small",3,0,0.01%,0.00%,3,0,0.01%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865JGGK8,"Southern Marsh Seawash Swim Trunks - Colorblock, Pink & Royal, X-Large",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08662PBT3,B0865JNKZY,"Southern Marsh Dockside Swim Trunks - Falling Lines, Slate and Mint, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865JYPV1,B0865JYPV1,Southern Marsh Seawash Slub Polo,6,0,0.02%,0.00%,8,0,0.03%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865JYPV1,B0865K2WD8,"Southern Marsh Seawash Slub Polo, French Blue, Medium",3,0,0.01%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865K7C32,B0865K7C32,"Southern Marsh Seawash Swim Trunks - Ikat, Peach and Mint, Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865KDW2W,"Southern Marsh Seawash Swim Trunks - Colorblock, Gray & Melon, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865KF6HS,"Southern Marsh Seawash Swim Trunks - Colorblock, Slate & Teal, XX-Large",6,0,0.02%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865MD83Y,B0865KQ5XW,"Southern Marsh Jamie Seawash Shorts, Antigua Blue, X-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865LBSPL,B0865LBSPL,Southern Marsh Women’s Seawash Crewneck - Authentic T-Shirt – Short Sleeve Casual Graphic Tee,5,0,0.02%,0.00%,7,0,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07XLF2JFC,B0865LMSJ5,"Southern Marsh Dockside Trunk - Herringbone Fade, French Blue, X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865JYPV1,B0865LN37F,"Southern Marsh Seawash Slub Polo, Midnight Gray, Medium",6,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865VTMYR,B0865LT886,"Southern Marsh Women’s Madison Hoodie Pullover, Long Sleeve T-Shirt, Midnight Gray, X-Large",4,0,0.02%,0.00%,4,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865LBSPL,B0865LYGB3,"Southern Marsh Women’s Seawash Crewneck - Authentic T-Shirt, Short Sleeve Tee, Light Gray, Small",17,0,0.07%,0.00%,19,0,0.06%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865X1NRT,B0865M3WWH,"Southern Marsh Women’s Seawash Crewneck - Tropical T-Shirt, Short Sleeve Tee, Light Gray, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865M4SWK,"Southern Marsh Seawash Swim Trunks - Colorblock, Slate & Teal, Large",6,0,0.02%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08662PBT3,B0865M8X29,"Southern Marsh Dockside Swim Trunks - Falling Lines, Slate and Mint, X-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865MD83Y,B0865MDB6Y,"Southern Marsh Jamie Seawash Shorts, Antigua Blue, Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865N4C24,"Southern Marsh Seawash Swim Trunks - Colorblock, Gray & Melon, Medium",11,0,0.05%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865D2NTF,B0865NC3X5,"Southern Marsh Men's Impressions Oyster T-Shirt, Short Sleeve Tee, Washed Barbados Blue, Small",65,0,0.27%,0.00%,95,0,0.31%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865XPQW2,B0865NFSKH,"Southern Marsh Brighton Shorts - Grayton Seawash, Lilac, WS8",4,1,0.02%,0.46%,4,1,0.01%,0.37%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865XPQW2,B0865NPJKW,"Southern Marsh Brighton Shorts - Grayton Seawash, Lilac, WS0",2,0,0.01%,0.00%,3,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865JYPV1,B0865NQTDJ,"Southern Marsh Seawash Slub Polo, Antigua Blue, Small",2,0,0.01%,0.00%,4,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865P4RSK,"Southern Marsh Seawash Swim Trunks - Colorblock, Pink & Royal, Medium",14,0,0.06%,0.00%,15,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865XPQW2,B0865PP2MX,"Southern Marsh Brighton Shorts - Grayton Seawash, Lilac, WS6",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTRYWQC,B0865Q5VBK,"Jackson Performance Polo, Burnt Taupe, X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865Q7TD6,"Southern Marsh Seawash Swim Trunks - Colorblock, Gray & Melon, X-Small",13,0,0.05%,0.00%,15,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865MD83Y,B0865QJV5P,"Southern Marsh Jamie Seawash Shorts, Antigua Blue, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865X1NRT,B0865QTWH9,"Southern Marsh Women’s Seawash Crewneck - Tropical T-Shirt, Short Sleeve Tee, Coral, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865JYPV1,B0865QVJWV,"Southern Marsh Seawash Slub Polo, Midnight Gray, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865QVKCT,"Southern Marsh Seawash Swim Trunks - Colorblock, Pink & Royal, XX-Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865R38XT,"Southern Marsh Seawash Swim Trunks - Colorblock, Slate & Teal, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865LBSPL,B0865RFZYV,"Southern Marsh Women’s Seawash Crewneck - Authentic T-Shirt, Short Sleeve Tee, Bimini Green, Medium",61,1,0.25%,0.46%,71,1,0.23%,0.37%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTRYWQC,B0865RM1B4,"Jackson Performance Polo, Bimini Green, Small",15,0,0.06%,0.00%,19,0,0.06%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865RPV1H,"Southern Marsh Seawash Swim Trunks - Colorblock, Slate & Teal, X-Large",5,0,0.02%,0.00%,6,0,0.02%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865LBSPL,B0865SGHVC,"Southern Marsh Women’s Seawash Crewneck - Authentic T-Shirt, Short Sleeve Tee, Strawberry Fizz, Small",31,0,0.13%,0.00%,36,0,0.12%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865RPV2C,B0865SJMV6,"Southern Marsh Seawash Trunk - Choppy, Navy and Pink, Large",4,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865RPV2C,B0865SPV2G,"Southern Marsh Seawash Swim Trunks - Choppy, Navy and Pink, Medium",12,0,0.05%,0.00%,13,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865NCRPG,B0865SRZNY,"Southern Marsh Greene Performance Check, Mint and French Blue, Medium",3,0,0.01%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865XPQW2,B0865SXPYF,"Southern Marsh Brighton Shorts - Grayton Seawash, Lilac, W10",4,1,0.02%,0.46%,4,1,0.01%,0.37%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865MD83Y,B0865SYJBW,"Southern Marsh Jamie Seawash Shorts, Antigua Blue, X-Small",4,0,0.02%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865LBSPL,B0865TMZ1H,"Southern Marsh Women’s Seawash Crewneck - Authentic T-Shirt, Short Sleeve Tee, Bimini Green, Small",19,0,0.08%,0.00%,22,0,0.07%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865TY19J,Southern Marsh Men’s Seawash - Colorblock Swim Trunks – Quick-Dry Lightweight Swimming Shorts,1,0,0.00%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865TYR37,"Southern Marsh Seawash Swim Trunks - Colorblock, Pink & Royal, X-Small",9,0,0.04%,0.00%,10,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865X1NRT,B0865V2N2X,"Southern Marsh Women’s Seawash Crewneck - Tropical T-Shirt, Short Sleeve Tee, Light Gray, X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865NCRPG,B0865V2Y6J,"Southern Marsh Greene Performance Check, Mint and French Blue, Large",1,0,0.00%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865X1NRT,B0865V5D5T,"Southern Marsh Women’s Seawash Crewneck - Tropical T-Shirt, Short Sleeve Tee, Antigua Blue, Medium",8,0,0.03%,0.00%,10,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865VFRD2,"Southern Marsh Seawash Swim Trunks - Colorblock, Slate & Teal, X-Small",18,0,0.07%,0.00%,38,0,0.12%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865VNMJ4,"Southern Marsh Seawash Swim Trunks - Colorblock, Gray & Melon, XX-Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865MD83Y,B0865WVYPB,"Southern Marsh Jamie Seawash Shorts, Antigua Blue, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08662PBT3,B0865X29LB,"Southern Marsh Dockside Swim Trunks - Falling Lines, Slate and Mint, Small",5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865JYPV1,B0865XHFDJ,"Southern Marsh Seawash Slub Polo, Antigua Blue, X-Large",14,0,0.06%,0.00%,16,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865VTMYR,B0865XKH1Q,"Southern Marsh Women’s Madison Hoodie Pullover, Long Sleeve T-Shirt, Coral, X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B0865XVMFY,"Southern Marsh Seawash Swim Trunks - Colorblock, Pink & Royal, Small",4,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865X1NRT,B0865YGL49,"Southern Marsh Women’s Seawash Crewneck - Tropical T-Shirt, Short Sleeve Tee, Light Gray, Large",3,0,0.01%,0.00%,3,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865VTMYR,B0865YJS1R,"Southern Marsh Women’s Madison Hoodie Pullover, Long Sleeve T-Shirt, Coral, Medium",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865JYPV1,B0865YN8X3,"Southern Marsh Seawash Slub Polo, Antigua Blue, Medium",6,0,0.02%,0.00%,7,0,0.02%,0.00%,16.67%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865X1NRT,B0865YWDG7,"Southern Marsh Women’s Seawash Crewneck - Tropical T-Shirt, Short Sleeve Tee, Coral, Medium",8,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865ZGLYQ,B0865ZGLYQ,"Southern Marsh Seawash Trunk - Ikat, Slate and Mint, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865JYPV1,B08661941H,"Southern Marsh Seawash Slub Polo, Coral, Large",9,0,0.04%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865X1NRT,B08661BNRM,"Southern Marsh Women’s Seawash Crewneck - Tropical T-Shirt, Short Sleeve Tee, Antigua Blue, Large",6,0,0.02%,0.00%,6,0,0.02%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B08661DT16,"Southern Marsh Seawash Swim Trunks - Colorblock, Gray & Melon, X-Large",4,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865RPV2C,B08661RMJT,"Southern Marsh Seawash Swim Trunks - Choppy, Navy and Pink, Small",13,0,0.05%,0.00%,16,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07XLF2JFC,B08661Z2QR,"Southern Marsh Dockside Trunk - Herringbone Fade, French Blue, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865X1NRT,B08663BJSW,"Southern Marsh Women’s Seawash Crewneck - Tropical T-Shirt, Short Sleeve Tee, Antigua Blue, Small",3,0,0.01%,0.00%,3,0,0.01%,0.00%,33.33%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865TY19J,B08664TR85,"Southern Marsh Seawash Swim Trunks - Colorblock, Gray & Melon, Large",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B086676YXC,B08665QBX9,"Southern Marsh Men's Mattox Check Dress Shirts, Long Sleeve Shirt, Bimini Green and Blue, Small",36,0,0.15%,0.00%,59,0,0.19%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07XSGTD1V,B086665QK8,"Southern Marsh Men’s SEAWASH Authentic T-Shirt, Short Sleeve Tee, Light Gray, X-Small",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B086667VBR,B086667VBR,Southern Marsh Bayonet Twill,1,0,0.00%,0.00%,3,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08667HRQQ,B08666DTX6,"Southern Marsh Men's Potomac Plaid Dress Shirts, Long Sleeve Shirt, Coral and Lilac, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B086676YXC,B08666HZBR,"Southern Marsh Men's Mattox Check Dress Shirts, Long Sleeve Shirt, Navy and Pink, Small",20,0,0.08%,0.00%,21,0,0.07%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08667HRQQ,B08666KG4G,"Southern Marsh Men's Potomac Plaid Dress Shirts, Long Sleeve Shirt, Coral and Lilac, Medium",12,0,0.05%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08667HRQQ,B08666L51L,"Southern Marsh Men's Potomac Plaid Dress Shirts, Long Sleeve Shirt, French Blue and Navy, Medium",8,0,0.03%,0.00%,9,0,0.03%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B086667VBR,B08666M6WM,"Southern Marsh Men's Bayonet Twill Dress Shirts, Long Sleeve Shirt, Mint and Slate, Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08667HRQQ,B08666YPB5,"Southern Marsh Men's Potomac Plaid Dress Shirts, Long Sleeve Shirt, French Blue and Navy, X-Large",12,0,0.05%,0.00%,14,0,0.05%,0.00%,53.85%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08667HRQQ,B08666ZQ3Y,"Southern Marsh Men's Potomac Plaid Dress Shirts, Long Sleeve Shirt, French Blue and Navy, Small",21,0,0.09%,0.00%,28,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08667HRQQ,B08667BBCT,"Southern Marsh Men's Potomac Plaid Dress Shirts, Long Sleeve Shirt, Coral and Lilac, Large",5,0,0.02%,0.00%,6,0,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08667HRQQ,B08667HRQQ,Potomac Plaid,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQ2L2CM,B08CPRJKPB,"Southern Marsh The Charleston Seawash Shorts Youth, Light Blue, Youth Small",1,0,0.00%,0.00%,3,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQ2L2CM,B08CPWZMCS,"Southern Marsh The Charleston Seawash Shorts Youth, Light Blue, Youth X-Large",4,0,0.02%,0.00%,5,0,0.02%,0.00%,20.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQ2L2CM,B08CPXCHD3,"Southern Marsh The Charleston Seawash Shorts Youth, Light Blue, Youth Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQ2L2CM,B08CPZRKC6,"Southern Marsh The Charleston Seawash Shorts Youth, Bluestone, Youth X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQ2L2CM,B08CQ1K88R,"Southern Marsh The Charleston Seawash Shorts Youth, Bluestone, Youth X-Large",1,0,0.00%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQ2L2CM,B08CQ2L2CM,Southern Marsh The Charleston Seawash Short Youth,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQK37TJ,B08CQ2W9LL,"Southern Marsh Youth Regatta Shorts, Audubon Tan, Youth Small",2,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQ2L2CM,B08CQ51GT5,"Southern Marsh The Charleston Seawash Shorts Youth, Bluestone, Youth Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQK37TJ,B08CQ8G7KF,"Southern Marsh Youth Regatta Shorts, Colonial Navy, Youth Medium",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQK37TJ,B08CQ8HWB1,"Southern Marsh Youth Regatta Shorts, Audubon Tan, Youth Large",3,0,0.01%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQK37TJ,B08CQ8RVHF,"Southern Marsh Youth Regatta Shorts, Audubon Tan, Youth X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQK37TJ,B08CQBC4SX,"Southern Marsh Youth Regatta Shorts, Audubon Tan, Youth X-Large",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQ2L2CM,B08CQDHHVW,"Southern Marsh The Charleston Seawash Short Youth, Burnt Taupe, Youth X-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQK37TJ,B08CQDLY56,"Southern Marsh Youth Regatta Shorts, Colonial Navy, Youth X-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQK37TJ,B08CQGB7HP,"Youth Regatta Shorts, Khaki, Youth Small",1,0,0.00%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQ2L2CM,B08CQHKKS6,"Southern Marsh The Charleston Seawash Short Youth, Burnt Taupe, Youth X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQK37TJ,B08CQK37TJ,Youth Regatta Shorts,1,0,0.00%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQK37TJ,B08CQKMWSC,"Southern Marsh Youth Regatta Shorts, Colonial Navy, Youth X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CQK37TJ,B08CQKPM97,"Southern Marsh Youth Regatta Shorts, Audubon Tan, Youth Medium",3,0,0.01%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06WLHVKVJ,B08CVSBV29,"Southern Marsh Youth Authentic, Seafoam, Youth Medium",6,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06WLHVKVJ,B08CVSY95N,"Southern Marsh Youth’s Authentic T-Shirts, Short Sleeve Shirts, Seafoam, Small",23,0,0.10%,0.00%,24,0,0.08%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CWDDCJ2,B08CWDDCJ2,Southern Marsh Youth's Expedition Series - Wood Duck T-Shirt – Short Sleeve Casual Graphic Tee,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CYC5TQL,B08CY7ZW6B,"Southern Marsh Men’s Richardson Stretch Heather Pullover, Long Sleeve Pullover Sweater, Washed Navy, Small",1,0,0.00%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CYB2QDP,B08CY8TKDT,"Southern Marsh Women's SOUTHERNCLASSICS Cozy Sweatshirt, Long Sleeve Sweater, Camellia, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0DDXQXWGJ,B08CY918HY,"Southern Marsh Youth’s SEAWASH Offroad T-Shirt, Long Sleeve Tee, Burnt Sage, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0DDXQXWGJ,B08CY93Q3Z,"Southern Marsh Youth’s SEAWASH Offroad T-Shirt, Long Sleeve Tee, Crimson, Small",3,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CYC5TQL,B08CY9JBK9,"Southern Marsh Men’s Richardson Stretch Heather Pullover, Long Sleeve Pullover Sweater, Midnight Gray, Large",1,0,0.00%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CYB2QDP,B08CY9NHCM,"Southern Marsh Women's SOUTHERNCLASSICS Cozy Sweatshirt, Long Sleeve Sweater, Oatmeal, Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CYB2QDP,B08CY9P9RB,"Southern Marsh Women's SOUTHERNCLASSICS Cozy Sweatshirt, Long Sleeve Sweater, Light Gray, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CYC5TQL,B08CY9RTNK,"Southern Marsh Men’s Richardson Stretch Heather Pullover, Long Sleeve Pullover Sweater, Washed Navy, Medium",1,0,0.00%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CY9DH1V,B08CY9X8WM,"Southern Marsh, SEAWASH Tee - Offroad - Long Sleeve, Burnt Sage, Medium",4,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0DDXQXWGJ,B08CYB14HG,"Southern Marsh Youth’s SEAWASH Offroad T-Shirt, Long Sleeve Tee, Crimson, Large",7,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
