(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B00N5AHN7K,B07YN9Y7F3,"Southern Marsh Men’s Authentic Long Sleeve T-Shirt, Long Sleeve Tee, Rust, Medium",2,0,0.01%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YP1DQ59,B07YNYSDYJ,"Southern Marsh Men’s Circle Catch Long Sleeve T-Shirt, Long Sleeve Tee, Midnight Gray, Small",9,0,0.04%,0.00%,10,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YNZZY4Z,B07YNZC13K,"Southern Marsh Men’s Aztec Catch Long Sleeve T-Shirt, Long Sleeve Tee, Washed Dark Green, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YP1DQ59,B07YNZPHFB,"Southern Marsh Men’s Circle Catch Long Sleeve T-Shirt, Long Sleeve Tee, Bay Green, Small",9,0,0.04%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YP1QBYW,B07YNZYTQ6,"Southern Marsh Men’s Delta Duck Long Sleeve T-Shirt, Long Sleeve Tee, Wine, Small",5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YP16X1J,B07YP13C83,"Southern Marsh Men’s Vintage Tag Long Sleeve T-Shirt, Anchor Long Sleeve Tee, Dark Gray, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YNZZY4Z,B07YP14TP9,"Southern Marsh Men’s Aztec Catch Long Sleeve T-Shirt, Long Sleeve Tee, Washed Navy, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YNZZY4Z,B07YP22YG4,"Southern Marsh Men’s Aztec Catch Long Sleeve T-Shirt, Long Sleeve Tee, Washed Dark Green, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YSR5B3J,B07YSR5B3J,"Southern Marsh Circle Catch, Midnight Gray, Small",11,0,0.05%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YX66J8W,B07YX6R6W9,"Southern Marsh, Daytona Mobile Cooler, Navy, One Size",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07PCV8YNL,B07ZJQ5W1C,"Southern Marsh Men’s Santa Fe Aztec Pullover, Long Sleeve Pullover Sweater, Navy & Tan, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSP3NS,B07ZTN7JJN,"Southern Marsh Sunday Morning Sweater - Washed Cord, Light Gray, Small",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QL93X9M,B07ZTQGGQN,"Southern Marsh Windward Summer Shorts - 8 Flat, Stone Brown, W38",5,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTR5SGN,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Tan and Pink, Small",3,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTR7TNJ,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Light Gray and Midnight Gray, Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTS2TT8,B07ZTRBM96,"Seawash Tee - Ls - Duck Trio, Midnight Gray, Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTRMVNK,B07ZTRBXM1,"Southern Marsh Men's Morgan Check Dress Shirts, Long Sleeve Shirt, Navy and Sage, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTRDGS4,B07ZTRDGS4,"Southern Marsh Seawash Tee - Ls - Dog, Washed Navy, X-Small",3,0,0.01%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSP3NS,B07ZTRF798,"Southern Marsh Sunday Morning Sweater - Washed Cord, Light Gray, Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QL92LQS,B07ZTRG6PG,"Southern Marsh Women’s Danielle V Neck T-Shirt - Slub, Short Sleeve Tee, Navy, Medium",8,0,0.03%,0.00%,10,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTRGFTY,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Burnt Taupe and Navy, X-Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTRKHLH,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Wharf Purple and Mountain Purple, X-Small",9,0,0.04%,0.00%,10,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTRMMSS,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Wharf Purple and Mountain Purple, Medium",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSP3NS,B07ZTRMT9L,"Southern Marsh Sunday Morning Sweater - Washed Cord, Light Gray, Medium",7,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTRNNK3,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Light Gray and Midnight Gray, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTS2TT8,B07ZTRPHMJ,"Seawash Tee - Ls - Duck Trio, Midnight Gray, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSQ76R,B07ZTRTRM9,"Southern Marsh Men's Bedford Plaid Dress Shirts, Long Sleeve Shirt, Sage and Slate, Medium",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTRMVNK,B07ZTRVKX7,"Southern Marsh Men's Morgan Check Dress Shirts, Long Sleeve Shirt, Navy and Sage, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTRWFW1,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Wharf Purple and Mountain Purple, Small",1,0,0.00%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSP3NS,B07ZTRWY9J,"Southern Marsh Sunday Morning Sweater - Washed Cord, Light Gray, X-Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTS2TT8,B07ZTRXF2G,"Seawash Tee - Ls - Duck Trio, Washed Blue, X-Large",2,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTRYWQC,B07ZTRYWQC,Jackson Performance Polo,1,0,0.00%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTRMVNK,B07ZTS272T,"Southern Marsh Men's Morgan Check Dress Shirts, Long Sleeve Shirt, Royal and White, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTS3YQ4,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Light Gray and Midnight Gray, X-Small",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTS46PP,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Wharf Purple and Mountain Purple, Large",10,0,0.04%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTS2TT8,B07ZTSB15D,"Seawash Tee - Ls - Duck Trio, Washed Blue, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTSBJHN,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Burnt Taupe and Navy, Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSP3NS,B07ZTSBMHP,"Southern Marsh Sunday Morning Sweater - Washed Cord, Light Gray, X-Large",6,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSLX9Z,B07ZTSBNXJ,"Southern Marsh Women’s Sunday Morning Sweater, Long Sleeve Shirt, Cozy Stripe, Tan and Pink, X-Small",25,0,0.10%,0.00%,28,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTS2TT8,B07ZTSMV2D,"Seawash Tee - Ls - Duck Trio, Washed Blue, Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTS2TT8,B07ZTSPVGG,"Seawash Tee - Ls - Duck Trio, Washed Blue, XXX-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSQ76R,B07ZTSQ76R,Southern Marsh Bedford Plaid Dress Shirt,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTSQ76R,B07ZTSS34K,"Bedford Plaid Dress Shirt, Sage and Slate, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QM8YY1S,B07ZTTSV8F,"Southern Marsh Windward Summer Shorts - 6 Flat, Navy, W42",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QL93X9M,B07ZTTSV9Z,"Southern Marsh Windward Summer Shorts - 8 Flat, Khaki, W28",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QM8YY1S,B07ZTTTT34,"Southern Marsh Windward Summer Shorts - 6 Flat, Stone Brown, W28",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QL93X9M,B07ZTTTXHF,"Southern Marsh Windward Summer Shorts - 8 Flat, Navy, W28",2,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QM8YY1S,B07ZTTZMQH,"Southern Marsh Windward Summer Shorts - 6 Flat, Stone Brown, W38",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTVVQ4M,B07ZTV48QV,"Southern Marsh Fly Reel Tank, White, X-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QM8YY1S,B07ZTV4K44,"Southern Marsh Windward Summer Shorts - 6 Flat, Stone Brown, W34",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HQCXSQ5,B07ZTVD3M2,"Emerson Performance Polo, Mint, Small",5,0,0.02%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QM8YY1S,B07ZTVD531,"Southern Marsh Windward Summer Shorts - 6 Flat, Navy, W28",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QM8YY1S,B07ZTVDVGW,"Southern Marsh Windward Summer Shorts - 6 Flat, Stone Brown, W30",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HQ5K64S,B07ZTVGG7P,"Southern Marsh Rachel Relaxed Shorts, Light Blue, X-Large",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTVK4FR,B07ZTVK4FR,"Southern Marsh Dockside Swim Trunks - Mayan Dot, Washed Red, Small",1,0,0.00%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07WHB38KX,B07ZTVK4YX,"Southern Marsh Dockside Swim Trunks - Maldives Chambray, Navy, XX-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QL93X9M,B07ZTVM7Y3,"Southern Marsh Windward Summer Shorts - 8 Flat, Stone Brown, W32",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QM8YY1S,B07ZTVMKXZ,"Southern Marsh Windward Summer Shorts - 6 Flat, Stone Brown, W40",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QP8R1QJ,B07ZTVN24W,"Marina Bay Stripe Polo, Navy, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QM8YY1S,B07ZTVNTGZ,"Southern Marsh Windward Summer Shorts - 6 Flat, Stone Brown, W36",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HQ4HKXY,B07ZTVPPSF,"Cozumel Performance Polo, Slate and Sage, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07WHB38KX,B07ZTVRN3W,"Southern Marsh Dockside Swim Trunks - Maldives Chambray. Burnt Taupe, XX-Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HRPNS8S,B07ZTVWC1N,"Southern Marsh Dockside Swim Trunks - Lattice, Slate and Mint, XX-Large",1,0,0.00%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QL92LQS,B07ZTVZ1YL,"Southern Marsh Women’s Danielle V Neck T-Shirt - Slub, Short Sleeve Tee, Oxford Blue, Small",7,0,0.03%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTW1V1J,B07ZTW1V1J,"Southern Marsh Dockside Swim Trunks - Lattice, Slate and Mint, Small",6,0,0.02%,0.00%,22,0,0.07%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QPV9RRV,B07ZTW1VPZ,"Southern Marsh Women’s Tori Seawash Pocket T-Shirt, Short Sleeve Tee, Mint, X-Small",2,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HQYHVN3,B07ZTW2K3Q,"Southern Marsh Dockside Swim Trunks - Seashell, Navy, Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07PRVRDM9,B07ZTW93X8,"Southern Marsh Shoals Seawash Swim Trunks - Mayan Watercolor, Blue and Lime, Large",22,0,0.09%,0.00%,25,0,0.08%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTVVQ4M,B07ZTWCH5R,"Southern Marsh Fly Reel Tank, White, Large",2,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HQYHVN3,B07ZTWCZ2Z,"Southern Marsh Dockside Swim Trunks - Seashell, Navy, Small",6,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QL92LQS,B07ZTWFSHW,"Southern Marsh Women’s Danielle V Neck T-Shirt - Slub, Short Sleeve Tee, Navy, Large",23,0,0.10%,0.00%,28,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07PRVRDM9,B07ZTWHLRG,"Southern Marsh Shoals Seawash Swim Trunks - Mayan Watercolor, Blue and Lime, Small",9,1,0.04%,0.46%,10,1,0.03%,0.37%,30.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07QL92LQS,B07ZTWK9HH,"Southern Marsh Women’s Danielle V Neck T-Shirt - Slub, Short Sleeve Tee, Oxford Blue, X-Small",2,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HQYHVN3,B07ZTWLTPG,"Southern Marsh Dockside Swim Trunks - Seashell, Navy, X-Small",1,0,0.00%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTX6SL5,B07ZTWQ16H,"Southern Marsh Men's Grayson Check Dress Shirts, Long Sleeve Shirt, Burnt Taupe and Pink, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HRXNL5L,B07ZTWQ532,"Southern Marsh Marci Tank - Umbrellas, Royal Blue, X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTVVQ4M,B07ZTWQFKL,"Southern Marsh Fly Reel Tank, White, X-Large",1,1,0.00%,0.46%,1,1,0.00%,0.37%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07PRVRDM9,B07ZTWRCPK,"Southern Marsh Shoals Seawash Swim Trunks - Mayan Watercolor, Blue and Lime, X-Small",4,0,0.02%,0.00%,6,0,0.02%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HQYHVN3,B07ZTWW3WN,"Southern Marsh Dockside Swim Trunks - Seashell, Navy, Medium",14,0,0.06%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HQYHVN3,B07ZTWWCKD,"Southern Marsh Dockside Swim Trunks - Seashell, Coral, XX-Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTX6SL5,B07ZTWWJNG,"Southern Marsh Men's Grayson Check Dress Shirts, Long Sleeve Shirt, French Blue and Mint, Medium",6,0,0.02%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZTX6SL5,B07ZTX1DS6,"Southern Marsh Men's Grayson Check Dress Shirts, Long Sleeve Shirt, Burnt Taupe and Pink, Large",3,0,0.01%,0.00%,3,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08168ZLS2,B08169Q2TD,"Southern Marsh Men’s Newton Quilted Jacket, Burnt Taupe, Small",42,2,0.17%,0.91%,68,2,0.22%,0.74%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B081TGVQY3,B081TB6BJS,"Southern Marsh, Bastrop Performance Check Dress Shirt, Navy & Light Blue, Small",5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B081TGVQY3,B081TGVQY3,Southern Marsh Bastrop Performance Check Dress Shirt,1,0,0.00%,0.00%,3,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B081Y275N7,B081Y2VGG4,"Southern Marsh Youth's Newton Quilted Vest, Burnt Taupe, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B081Y2ZDFD,B081Y33CLT,"Southern Marsh Youth Andover Plaid Sherpa Pullover, Navy and Green, Youth Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B081Y2ZDFD,B081Y3DRGR,"Southern Marsh Youth Andover Plaid Sherpa Pullover, Navy and Green, Youth Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B081Y2ZDFD,B081Y448LB,"Southern Marsh Youth Andover Plaid Sherpa Pullover, Navy and Green, Youth Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08RP7WTZB,B0822XLX78,"Southern Marsh, Trucker Hat - Circle Catch, Royal Blue, One Size",9,0,0.04%,0.00%,10,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08D6FZN75,B0822XMKNN,"Southern Marsh, Youth Sumner Relaxed Washed Gingham Dress Shirt, Navy & Burnt Taupe, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B084NWRZK1,"The Brighton Short - Marrakesh, Navy and Pink, WS6",2,0,0.01%,0.00%,3,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B084NYK4TJ,B084NYK4TJ,Southern Marsh The Brighton Short - Santorini,2,0,0.01%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B084NZH39Y,B084NZH39Y,Brighton Short - Turner Stripe,2,0,0.01%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B084P1D3GN,"The Brighton Short - Marrakesh, Blue and White, WS0",7,0,0.03%,0.00%,7,0,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B084P1QWNJ,"The Brighton Short - Marrakesh, Navy and Pink, W00",5,0,0.02%,0.00%,9,0,0.03%,0.00%,16.67%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B084P2LY9P,"The Brighton Short - Marrakesh, Navy and Pink, WS2",6,0,0.02%,0.00%,6,0,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B084P2TTQ6,"The Brighton Short - Marrakesh, Blue and White, W00",5,0,0.02%,0.00%,5,0,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B084P3RG9W,"The Brighton Short - Marrakesh, Blue and White, WS4",4,0,0.02%,0.00%,4,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B084P3XC3L,"The Brighton Short - Marrakesh, Blue and White, WS6",4,0,0.02%,0.00%,6,0,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B084P7CY9L,"Southern Marsh The Brighton Shorts - Gingham, Royal Blue, W00",16,1,0.07%,0.46%,18,1,0.06%,0.37%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B084P7QHTN,"The Brighton Short - Marrakesh, Navy and Pink, WS8",7,0,0.03%,0.00%,8,0,0.03%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B084P93YRN,"Southern Marsh The Brighton Shorts - Gingham, Royal Blue, WS0",25,0,0.10%,0.00%,30,0,0.10%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0718XQT4C,B084PCBS4S,"Southern Marsh The Taylor Shorts - Back Bay Knit, Royal Blue, WS8",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B01N2OWDHP,B084PCXHSP,"Southern Marsh The Brighton Shorts - Reef, Coral, W00",5,0,0.02%,0.00%,5,0,0.02%,0.00%,60.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0864RXB11,B0864Y61V2,"Impressions - Crab, Oxford Blue, Small",9,1,0.04%,0.46%,13,2,0.04%,0.74%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0864RXB11,B08651YLBZ,"Impressions - Crab, Burnt Sage, Small",2,0,0.01%,0.00%,7,0,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865XPQW2,B0865H9PJ4,"Southern Marsh Brighton Shorts - Grayton Seawash, Lilac, WS4",3,0,0.01%,0.00%,3,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0865XPQW2,B0865HVSBK,"Brighton Short - Grayton Seawash, Lilac, W00",26,2,0.11%,0.91%,30,2,0.10%,0.74%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
